1000
1001101011010101000111001011 01110101110111
01001001111101100 10011010001101010101001101100001010110000101101011111000110011010010101000
000110100111000100011001001110001000100010111000000011000110 01110110011110001011011111110001001011011011000100
1010001110000 100010
11110001111000011111111101001111101001100010001111 0110100011101111011111000010001000010100000001011100010111101
0101101001111010000001111110000111111100110101110001101010011001111 001010010011011
0010000011110000111101011110000101111011001000111111 10101010111111111111100011011011111111010011110111111011101111011
0100011011110011000001100100000001111100101000010011001011001100010101111 001110110001000101100100111000011011010101
11101111010111100011000101111100101011000101000000101 110100010111
0011011110111011000111010 000110000001100000001110110001011000100101010101101111010101011011010110000
0001101001001111011100001100100010110100011000111111000110011100101111 0111111101011011111100000011111101100
0010110101101101000001001 11000011010010110000100011001111010000101010111000
00101001010 0110011110001101001011111010100000110110100101
11000011010111111100011001001111101110010000101000001010111110000011010 00001000101100101011100000110001011010011100010110010011011101
0001010110111000111001110010010001101111001 1011101001101101110110110001100110101011010000100111110010
100101100010000001101010111001101111111001001001010010100 00011001010010000111111001100100000011100100110010000
010010011101011001010101100001010001000100 010
11001000110 10000000011111001010001010110100111011010101
100111100110000000011000000101 001011010001100110111111011011011011101001000110010011101111000
10100100000011000010 01111101101111110001001111011001111000101000
10110101111111000000001111101110000011001000000000000110100001111 11111100001000010111001000
110110001001100001000011111010011111001000010000100000101110011100110101010101 10010110000111001001011011110010100010
010000 11010000101101000000111111111000110111000000110010
11010011010010000000000001001100000111101001011010110 010011011001101110011001100001011111111001010111001010001011010110101111
010101101101001011001111101001111111000101110101010011010010010100 111000000011100001011011110000010111101110111
001011110011011100111111000110100011110111010001110010011011 00011110110001
1110000100111001101010001000101111001100110101101101110111011110101000110111 0010000111100000000011101001001100101
1111011 100100001111010011100000101100000010000011100111111011
00010101101100 000000100001000001
0110011001101 01011111111011100110100100111111110000001101111111000110110001001101000111011001
1010011111101010101 0011011001110111011000010101101110100001100111100
110010111101011 001111011100001000000001011110001101110000111111111010
100111010100 011000011010100000111110001001000100001110
10 0110011100110011011000001010000000001100110100111001110
001101011111011 1110100111100010101101010001111110100110001
111000111000001000100101010001011000110111000000111000011010011111010001 010111110101010011101111110010110010000111
00011000101 010110001100010010101000101110000010000001010001010001101100
11111001101101111100111 0010000011000000110100000010101101011110111100000
01010100100110011111010101000011011000111110100011011011000011011001111100 1010010010011100001010101111101100111000110011000000000
0010111101010110001001110011011011010000110 10100
1111011011100110011000100101001011110001101001111000010001100111110111000100 01100110011000111001000001110001111011111001001000011000100001001010
001100100110011000110001111110111101011000 1011011100001010
01111110111111111111010000100001101100000100111010110 1100011001001101110111000111110110001011011010110011111111011110001110
010001001001010111001001110110000010011010 010101011000101100011110000000011111101001010101001100101
000010010001010000101100001010111101111110001001101111 00000110100001101011100011111101000100
011010101110001001001011001111001011110000011101000001100010010 1011110110111001000110000111011000011111100
100000101100100000001111000101111010110110111101010100001100001 110111100001000010101
11110001100110111011111111101 00000101011000110011
0111101111001111100010110010010010011011110111110010100101100110101111010 101101110
00101100001001001010010110101101000001010101011001100001110101 01000001100100110111010111110101000111101110111000001000001000
01 11010000111111100010011110001100001111100001001
1110110001100001111010101010100000001011110100000 00101100111001111001110001110000
010010000011010101001111010111101001001111111111110100101100101011100011011 01011000101000011111101011
1001000110000100110101010110000010110001111100101001 11101111110100011111100111011101111101110011101001101111001
00 1100011011001010011111
1111100001001000001100000101101111010000001011101010000101001100100111010110010 1001
0000 11011110000
10 01100111100001110110101111101010010011110001101010001011010111001001
00011011100110111101111000001001101001010110 1101011000100110111
000010101101101001001111010111111110000111111 0
000011011000001101001100010011010100110011001100011011 0111010011
10001110001101101011111100001100000 000000101010000100000000010001111
0110111110011100000110100010011010100100100101110111010011111 00111
11100011010010010001010100111000010 1100111000011101011100100111111011011101001010110101011000000111001000101101101
0011001 100011100000000101
1000111011011111100000000111011011010001011100110101111001010 00111001001
11001111111010101111011111010110 0110010100101110100001001100100101000111101000110011100
100101101000111010110101011101 10111101110000000111010000010000110100111011010001011010010110110
111110111101110000110000101101001100001101111101000111010100111010 1100101110010111101001011000100001110011100
0001001 1010001011101110110101110010010111011001101101111
11100110111100001101100101110101010111101011111000011110011001000011010 000010111
1010010011010010010101011001000 11101000101001101110001001010000111111111001001011101011101011100110001110110
0110100001100000110110 00111111111110111101100101000010100110011011100101011011000001010100110
000110111111110111111010001101110111001 00111101110100111111111010101111
01101100010001010111010001101011101 111101111110001010000110100
001 00111001001001101011000110000001111100110010010101000101101100110001
1001100100111100111000011010001101011001010010111100001 010011000100010011001000
01110001001101001001010000110010000011000011100101000010110000000011101011101011 11000010010110010100
11010000101011001001000001100010111111110000000110001100010010 11111111
010000010100101011111000110 1000110010010011111100011
001110111011011 1010000000111100111011
0100111100010011010101011001010001001100001111001011000 10000000101101010111100110101101000000101100011000110100100111101111
001110101101111010011000110001001010101100010101100100100011 0111111000110011100001
1 11101110001111010000011100010011011010010001
0010100111 1011000111111011110110101010011011110111101101111000001101001011011
1111110010111001101011111101101111001111010100010101111101110111100110000000 1110010010001011101101
1111100100101010011111010000110100111011000000100010 011000001110100011010000101111111110
10100110101100100001100011001101100111101011111100011101 1100010101110011010000111111000111110011
111011101110001100110110100101110101000001100100 011101010
110000100010 10111100001001101010110000001101101001010110010110001101101111000111001010001
110101010001100100100101100011110100000111000100101000100011110101001010 11100010110101000101110111000110100011111001011010011111111011101010000101111100
011101110111111011110001110001010011001101100 101001100111100010101111000101011111010110010100001111000111000
001 1101101001101010010
000101000100 1110111110111110001010
11101010110101110101100110111111 101101001100
01111 10011011110011111000001111111110000100111100100
00110110100001110010101010101000111100000000000000010 010110010001000110100101001001111011110011100100110101111111111010100
1010011010101000000000011100111000011010111101 10000000001001100000011011110110001000000001101010
0110101 10010100101011001000011010111010010101
1111010100 1010110000010100110100100111000000011010
010111000011011110111001100011000 1001111100001000000010101011100111001101001101100
1111 10011
00001100001111100 0011100001111100010010100100110011001010100101101100010100001
0011010010 10010101000100100011010100011000001100001111101011010011
1100001100111000111000101110000000101001100101110101101100001 1100011011111010111111110010000111111011110101011111000110011101
10001110001101 11111111
000111101111100111110000011101100011111100110 00010110000010000010011011000001001011001100101101111010100101000010111101100
0 001111111101110111111001110110011110001101010000000010110100100001001000010111
110001011110100010100101100110100001011110001100111100011100110111 110000110001011100001111101011111001011011000011100110001000000111111001001101
11100000100101111001011010101010111100000011011101001010010101100111110000001101 1100101110111
10101011010101011111001010111001001110 0111010101
101110111011111110111101110010011011011100010100111 10111010010110011011011100100010001010100001
1000100000101111111010101100011001011011100011100010100101000111100100 1000010110100110111111011111111011110000011101010010000010110000010
101100111001001010 010001110111111100110110100100010110100010101110101111011010010001001011001
01100110101001001001101010100111110 1010111111111111110111100100110111000110000010000
1101011010100000100111010011100101001010100010001010100100010100 100110011000010010010010000011110010100011011110000110110101110
100111000001000010000010010011101010011101111001100010001101011111110 10111111011101110110110101100010101101101011100011100000111100111100
111010111111101111000000100000000111001001011 101000101001111011011110110111010101
010011010001011001010000110100110110000111001001 101001101111101110100100001
110011100001 00101110011110001110110101010
000101111111000001110000010010000111011001110101111101010 100010101101
1000001001010101000001100000101100011110001000 0010100
00011100110111000011111101110100010001110 000010110011000011111010011000100010101001100101110
111101101111 100111001000100101110011000011101000101010000110110
000111011010111001111100010011101000010001101110100010010011111111010101 1010001110000011000101000011101101011
00101010010011000111100011001001010011 100111111111110010011110010010101011001100010100110100111011100101
0111001001001110001010000000011100010100110010000000 0110001001010011111110110010111010011100001
100110110101000111101011011110100010111110100011101101111110111101111101 01111111011010000
10010001010011010001001101 1010000010000111
110110000010011 00110101000110001011101110110110111101011011011100111101101101011
11101111010110011100110111110001111010100100101011111111011100000000111 0110110010011
01100100010111001000011 000101100001001010101100
00010110100111001100 0010110101000010101011000001100110011111010000001111111011101011001011101101
00111100101110000011011110011 1000011111100110100011010111100111101100011001101011100010110000011
00010011011011001110110111101111100010100101111101000111 01001000011010110101000001011101011011010001111100100100011010101011000110000000
110011101010001101101000100111111010010100110001100000110100111001000 0000101011001001
100001100000111010011011 0011110010110000101100011000
1111001011011100001000 010010000100000000010000001000001001
111100010000110111110011110010011000010000111 110111100111011000101100001000000000110000111011
111100101011010110000100011100101001111100100101001001010110000101011100101 100101111011100
0100 00010101001111101010011011111011110111000010000011010011100100001010011110111101
1000010111111011011 01110110011000110000011000101
011111011111011000000111111011000011010001100000 0011100010001101011000000001
1101001101001010001 001000110111110001000100001111000010110101000011110101111010
0111110111100111000111110111100101101011111 1111010110001101110110110111
00101111010100111110 111111110010110010
0110110001100001101011 1111101000000010110111101110111011111111
011010001100101011001001001001010000101101110110100111001111111001 0
1011000011101000111011011011000011110100000101110 00100101100101101011
011111010011100101100 10010110000101000111101010011110011100000000101010001111110110111101111111
1101010 00110011100111100010000001101010000111101110111000111100001010101000
000010010001000111010110011000111101001010111101110011111001011100110010100101 010110010011000111000100111111010001
11000000011000000111 00100110110000000010101111011010010111001
0000100101 01000110101001111011101011111110111110000101001001111110001
11000100011001100101100010011110110100010011100111101011100010101001 0110000111111000000000010110011000100100000011011100010011100101100100010010000
101011101111110000000100110001100101110001000110 0100000010110110111001001001101000111001000010001100101101011111
010110001001101010001000001000 101101011000100100001010100100100101010010111100
00100001111110100010101110001 1100011010000110100101111101011111110101101111000111010001010010111111010000
11 1100011010101110110001011110111100010000001101111100000110000010
001111110011001101101010110010100011111000011000110001101000010 0000001110111011110
10001001000 010110101110100110010100010100011110101000010101000001
010111100001 01001010110110011101010111001110101011010100011100110101101100111010111010101100
101001 01101110000110000101110100110111110100111111101110
001110001001010100100011101001011101000101001001001110 00111011111101110100010101001001110001111100100100101101010110
11101111010001110000010010000110000100111000010001011111000101100110100011100010 10
101011110011010001100001 0000000100101100001010110000001000000101110111011110101110110101101
01000100111000110001000100011000001101011010 0001110011101110000100001011110111100000101110000001101010
0111111001010001101001101110001100000111010001010110000110100101100 0101101111101111011001101001111011010110011011101010001001010
000101000 01011100000111000101000001110110111110100
10110110101000011001 0101000111100010000
010100110001001010001010001101011000101001101001001010101100110 0010101101011101010010010101111101000101111100101011001001111110110101
001 1010111011011101100100001010000010010100101111111
110 011110101000101111011110111
110110111010110101101101111011000101000001110000101011 0100010001100011001101110000000011101011100000101010100011101100101
001000010101101000 100010000101110100101001101010
10011011100100010101100000111000011100100001110011110110101 111111111001001010011110001011011100111011111101100010000011000011110
0011101010000001010110010011110111001 011001000011100111001101011
011011010101010011101011001001100000001001011111000110000110 1011010111010101
000111111011110000110101100110110001011110100111100110110000010111101 1110001110011000110000100111001000
10010100111000111001001100011101000011001110000 0110100101
00011011000101011101101110000101100100101100111001111101000010100001001 000110100000100001101001111100001101101010
1001110110100010110111 1001101111001100010111001011010111101111011111001111000100101010
1011100100111111111 100100111010000011101000001111011110001111001101011100000010100010
10101101010000110000001110111000100010011000100110100110000 0111001000001111110111001101110101
0110001000111101000101011100010011111001001010111001101001101111 111110001000010010010001111010010011000110010110110010100
111 00110011111110011101110101000000111111010110101
0000000111001000101101000010000101101010111110110000 01
010100011001110 11111000111111110000110100110111111100110000110010001111
1110001100011010011100111 11111110001100010110100011111001101110111010000000010001001111000000110001
1100100010000000100001111000111111001101000111001100101110 00110111000111000000101011011000010001010011101000000
111011001101100000010100010111100110000100110 0110101100100110110001110
01011101010101 100111100100010010001100101111101000001010100001111001110110110110101010101111
00010000111100111100000 101000110110000110111111011111111010010001000
1110010000010001010001001011010111110011000100000010010111 00010111001100
101011100101000110000101101110100010010010110001 1011000011000001001111000110100010010111000
000110010011010100011101101001100 00001011111001011101010001100001
1010111100101000011110 0110100010110101100101000000000100110110011011000
101101111010101010 00000110000000111001111101011000001110001111
1010001000000011110011110000010010001101101111111010110111100100001100000010 1000110
01100000111010110001011000 111001101110111011010010000100100010001000001100101110011110100011111
00100101011100100001101110010111001001001100110011001110111110101 01001010110110001111100101010001010010011001100101001
1111001011000110001011101000111100111001000011111000010110001111111111 10000100100010001010010110100100100010110110110110
101000001001111111111011001100010101001011000111010010001111000100111111101010 1101001000101110001001011100111110110011001001000011100111010000101111101111011
0001110110011000110101001100011011100000111010100100011000111 1000010100001011111100001001110001010011101
00111111101111001001001101001000010111001110010111101000 000
01111100100011101 11100010100011111011100000101001110110001110011001001111111010010101001011011
1101011010101110110100 1010011000110110110101000001110110011000011110110100110
011110011100100110110 1000111010000000100010000001000000100001010111010110110001100111111001
00101100111 111000101010110101010010011000111111100101001101011001
0000010001 1110100100101101101110110111011000010
0011111011110101010010101011011010001011111010100011010010011111000010111110 01100111000010000101
11000011110101110010 0010010110100010101111001100010101011111100101111010010101000000100
001111100011101001011011110110111101110101100111011001110100011001010 0111110001001110010011101000100011010111100101111001011101101000
1011110001101000101011100011000110110101000011100110011 01110110110100110001
0000111011110001101100010000110011011001101010011000001 01111101100010111101011000010010100100110000
0000010101010101111 01101100011001110011110010111
100101 110100010000011110101101010001100011111000011010011100
01001001000000101000110001 001000000
00111111110 11101101001001100100010011010011100010101110
0100 11101001110110001011111100001001101000110000101001
010 000
1110010001111 1011011000011110010000110101111111110111001010110010110
1110100110 1010110001111010011101010101001111011100110010101011000000101001101
001011010001111100001101010001010110000110011100111100000001001100 11011000100111000100001101011011100101010111100001101011011100010010
110010001011011001110111100011001010000011 1000
01110100111101111100100101000101011011111100111011110011101110001110 00011111110
101101110011100101000101111000011011110000011100111111011111100 000011011010111011100101111000010010
011000100 010110000101110110000000100001110101
1101111001010001111100000100111111000010011010110010000000010000010111010000 010000110110100101010101111100000011
1011100011110110000011110101010010101001001110011000100001 00111110111000101100101100001010111111110101011010111101
10101000111011001000100001110110111011 00001001011001010100101001011110000111111001011011101100101101111
1110 00110011001110101
101110110101110101010110111001100110100010011000111001 0000010111101110110011111100011110
101110101110111110110000110010010111010001011001100111111 1
100011101011100011001101101110010100110111 01001100100101010010001001111010010001
1011011100100101110101100 00111001111101100000100101011110100000010000101111111
000110100010100011100111101110001110001101000001011111001111000000110110 1110011001010000011000111000101001
1100010010001011101000 110110111000011011110
01010010000111110111111111010110101101000110110110010000110111 10
1000011010101011101010100111001110010000 1101
011100011011 10100010010110111010100100011111110010101101011001101001100
1001011000010101110010111001100 00000010100000011100001100000100111100000011010010001100101100
1001100010100100111011110011111101100000100 1111110110011011111110000011011111110001001
111111100011111001100 111100101100011001000111000111100
1010011101001001011101011011001101010011111100001101100111000 0000111011101100000110000000101011101100100110000010011000100101110100110100
00110 001011010101001010001101101010100011100100110001010001010100001100000111101101
01101000110010001001010110001011001000001101110001101110001110100 101111000100101111010001011110
11101110111011001110011111100000100000 0111100100101110011101011011111001000100011
011111000010101011011110101110101101100110000111110000100100 100001110011011100011111000001001011100001111101100101010001110101011110
011001010011010010011111100010110011010000001000011010100011100001111100 0101100110100111101101110000111011101100000011010111
1011110000001100111101000100000000110010 0100010111101000001111011001111100111100011100011001011010101011001
0011011111010010000010010 1010000110011111101110
0100 0001011010001100100011111001101100011000100001110101110010111111101111101101101
00100110111110001001011011110001000101001011011011001100111001110 000011000011111110101110
010110010011010 11101011
10101000111000011110001101000000101111101000011100101010110 01001001000111100011000
00111100001011100110011001011111110 01000010100
0011001001100110010100011101110010010111010111111110110101001111101010100100010 01010100011
100010100100111100011101000000 11011001011101101000001110100010010100010001100100100000110110110000011010
1001010001111110011110110000111 010101101001000001010111100010011100000000110111
111001 01001010101001000001000101100010100001111011101111001
10011001011110010000001100100111001 0011111000100011001110100101011101101000001100000100000000111111011001101111010
0000100111011 01111110011000100100001001110101111101110011011
11111100101000010 100100010000110000111110010001100010010011101000011000001011
11000011100110101010110110110001000000011010100110010110 01100100001101001100111101111100010001000011
0110010000001010000000 101000000111001100101101010100011110010111
0011010101000000100010010111001010000011111111100111110001011111 00001001110111111010110101011011100010111111111110100111001000011101110111001000
10110111101010101111101000111000001111 10010011001100
00001100111001111110010001011111 111010100
10000110000101000111100001011011101111011100101 00100111110010011111011110101001001101011011101000111011000110001000101
1101010100111100000 11000001000111100011100110111010100100001101100100010100000110011
101111111110011101010100110010111101100011011010011100110010000000000111001 101100101110010111011000
1101011001000111000011110111 1101101001001101100110000100110100111101000000110100101111111111011001
011100010101101101000110010101010111101111100001110011011111001111101 1111001000
00110100011101100111001000111110000010110 0100011100100111111100001101110001111000000001010111110110111101100001
0011011010100111 011100011
10001000001101101100011111 010010011100101
0000111101 00000000010000011
1110101110001000000001111100011111100110110001 0110011011101011011100000000010010110011001
11110010100 01100000000001
111110111101011101111101000101001100 11001100001010100110110111001001000011001001011011000000000101101011110000111
0001001111101010101011111010001011000010101111011010111111100 001111110010010000011100100010000101110001011001011011000111000
00111001101001011100000100011 110110011000011101010000000011001010011101101011101010001010111
110101111110100111011100110 10010011110100100100110101001000000000100
0011110011100001110001 0010000000100000000000110101111101110010011111010100101101000010110110011101100
110010100111100010010110101110 0
100010011000111001111100101100100001001001111001100001 11010010110110001101100001100011110110000110000000111010010
11010001100011100001100 1111011010100001010110010
0000000010101000100 010010111111100001101100000010100001001101101100001101111110
010111100010011101 011110010000
1101000101010100000100101111111 00010111111110011101010110111001
1101001011100001101100001111101100111110100011010111011001 11011111110001110010001010111100000111100000101010111011011011101001
100011 10100111101111010101111110110100110011000010000000000011111101
010011100111000010110011 1110010110000101010000
0101101001011000011110111101000000010010011000001001001011001111 111011111110111100110100010110000001100011110
1 10100000010011111011111111100011001111
111101110100111010010010010001100111100111111100 10011100000
100010010000010101011101111111111100001100110110001111000011001010100001101 011101010111100110001110110000010011111010110011101000111
0001000100100111100101110101100101101111001011111000001011100110001010111 01001110011111101010011011011000101010000
10010001100111011100011000000000000001100001001000100011001000011010111 111111111101
10101110 011110
110010000101 111011010111001000110001010010110000110
011011011001110111001010 010110101000111001001100101010
100100000100 11111111010110110
011011000110001100 11001001110000000101
1010000011110001000100001010001111111011101110000100100000000000110110001100000 1111011010011000101000010011011001
1110100011101010001100111001000101110101111111 1010001001111000101
01001111011000001110101000001011010 001001
101011100011110011000110101110110110101101101010001011111101111000111101111010 00111000011001011011000101110
100010001011110110000100101101111001101011001001011111011110011100100011 11010101010001111011
10011011111011000111111101111111011100100100000010011100011110 0110011
01000011001101110111101000111 1001011111111011001101000111110001111010101001000111001011010011100
000010100111011001001110000111000010010111111111100111110100001001110010111101 0011111011101111101101111101110100001101110101
001000110110000000010110001111001110010110110100010100110110100011000111 101100001011111011001010011010111110111111110001110001111000001110
101110100100011000100001000001110 10001111000000000110101111001110110
1000010111101100110010100001100000001010111100110000111000 0011111111011001001
10 100101000110000110000000110011000101001010011110111000001010010001111
0101010000000110011001111011000110001001000001001010110101101000000110001010 1110111101011101110111000010100111111
00011101111100010001111100011011010100101111100110010010 110100010100111
11001110 100111101101010100111001000101111101010111101111010011100
10001001001000001110110001111001010000100110100010010010100010 001000101001000101111010100010010111
0111110000010111100001100000111001 1001000101110010110110011100001010010111111101000110100000000010
1110011100010110000110011000010101001011101101000010100011011111000111000 01001110011010111001010110
1000100101110010111 00000111001101
0000011000110111111000110110100000011101001111011110000001010001101011 01100101
